pl_name,hostname,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,ttv_flag
Kepler-711 b,Kepler-711,,,,,,,,,,,,,,,,,,0
Kepler-711 b,Kepler-711,,,,,,,,,,,,,,,,,,0
Kepler-711 b,Kepler-711,,,,,,,,,,,,,,,,,,0
Kepler-711 b,Kepler-711,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 b,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-712 c,Kepler-712,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-713 b,Kepler-713,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-714 b,Kepler-714,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-715 b,Kepler-715,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 b,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-716 c,Kepler-716,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-717 b,Kepler-717,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-718 b,Kepler-718,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-719 b,Kepler-719,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-720 b,Kepler-720,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-721 b,Kepler-721,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 b,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-722 c,Kepler-722,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-723 b,Kepler-723,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-724 b,Kepler-724,,,,,,,,,,,,,,,,,,0
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-725 b,Kepler-725,,,,,,,,,,,,,,,,,,1
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-726 b,Kepler-726,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-727 b,Kepler-727,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-728 b,Kepler-728,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-729 b,Kepler-729,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 b,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 c,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 c,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-730 c,Kepler-730,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-731 b,Kepler-731,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 b,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-732 c,Kepler-732,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-733 b,Kepler-733,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-734 b,Kepler-734,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-735 b,Kepler-735,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-736 b,Kepler-736,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-737 b,Kepler-737,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-738 b,Kepler-738,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-739 b,Kepler-739,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,216.12000,28.60000,-28.60000,0,0.68000,0.09000,-0.09000,0,216.12000,28.60000,-28.60000,0,0.68000,0.09000,-0.09000,0,Mass,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,191.96932,27.96904,-29.87602,0,0.60400,0.08800,-0.09400,0,191.96932,27.96904,-29.87602,0,0.60400,0.08800,-0.09400,0,Mass,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,200.22000,38.14000,-38.14000,0,0.63000,0.12000,-0.12000,0,200.22000,38.14000,-38.14000,0,0.63000,0.12000,-0.12000,0,Mass,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-74 b,Kepler-74,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-740 b,Kepler-740,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-741 b,Kepler-741,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-742 b,Kepler-742,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-743 b,Kepler-743,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-744 b,Kepler-744,,,,,,,,,,,,,,,,,,0
Kepler-745 b,Kepler-745,,,,,,,,,,,,,,,,,,0
Kepler-745 b,Kepler-745,,,,,,,,,,,,,,,,,,0
Kepler-745 b,Kepler-745,,,,,,,,,,,,,,,,,,0
Kepler-745 b,Kepler-745,,,,,,,,,,,,,,,,,,0
Kepler-745 b,Kepler-745,,,,,,,,,,,,,,,,,,0
Kepler-745 b,Kepler-745,,,,,,,,,,,,,,,,,,0
