pl_name,hostname,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,ttv_flag
11 Com b,11 Com,,,,,,,,,5434.70000,540.30000,-413.20000,0,17.10000,1.70000,-1.30000,0,Msini,0
11 Com b,11 Com,,,,,,,,,6165.60000,476.70000,-476.70000,0,19.40000,1.50000,-1.50000,0,Msini,0
11 Com b,11 Com,,,,,,,,,4914.89849,39.09289,-39.72855,0,15.46400,0.12300,-0.12500,0,Msini,0
11 UMi b,11 UMi,,,,,,,,,4684.81420,794.57500,-794.57500,0,14.74000,2.50000,-2.50000,0,Msini,0
11 UMi b,11 UMi,,,,,,,,,3432.40000,381.40000,-413.20000,0,10.80000,1.20000,-1.30000,0,Msini,0
11 UMi b,11 UMi,,,,,,,,,3337.07000,785.01000,-785.01000,0,10.50000,2.47000,-2.47000,0,Msini,0
14 And b,14 And,,,,,,,,,1131.15130,36.23244,-38.77507,0,3.55900,0.11400,-0.12200,0,Msini,0
14 And b,14 And,,,,,,,,,1017.00000,127.10000,-190.70000,0,3.20000,0.40000,-0.60000,0,Msini,0
14 And b,14 And,,,,,,,,,1525.50000,,,0,4.80000,,,0,Msini,0
14 Her b,14 Her,,,,,,,,,1474.67000,60.39000,-60.39000,0,4.64000,0.19000,-0.19000,0,Msini,0
14 Her b,14 Her,,,,,,,,,1581.13800,,,0,4.97500,,,0,Msini,0
14 Her b,14 Her,2559.47216,518.69596,-280.64248,0,8.05300,1.63200,-0.88300,0,2559.47216,518.69596,-280.64248,0,8.05300,1.63200,-0.88300,0,Mass,0
14 Her b,14 Her,,,,,,,,,1481.08780,47.67450,-47.67450,0,4.66000,0.15000,-0.15000,0,Msini,0
14 Her b,14 Her,,,,,,,,,1506.45000,19.07000,-19.07000,0,4.74000,0.06000,-0.06000,0,Msini,0
14 Her b,14 Her,,,,,,,,,1541.46777,47.67426,-47.67426,0,4.85000,0.15000,-0.15000,0,Msini,0
14 Her b,14 Her,,,,,,,,,1554.12000,,,0,4.89000,,,0,Msini,0
14 Her b,14 Her,,,,,,,,,1440.66300,,,0,4.53300,,,0,Msini,0
16 Cyg B b,16 Cyg B,,,,,,,,,556.83537,17.16273,-16.84491,0,1.75200,0.05400,-0.05300,0,Msini,0
16 Cyg B b,16 Cyg B,,,,,,,,,533.95440,47.67450,-47.67450,0,1.68000,0.15000,-0.15000,0,Msini,0
16 Cyg B b,16 Cyg B,,,,,,,,,476.70000,,,0,1.50000,,,0,Msini,0
16 Cyg B b,16 Cyg B,,,,,,,,,533.93000,22.25000,-22.25000,0,1.68000,0.07000,-0.07000,0,Msini,0
16 Cyg B b,16 Cyg B,,,,,,,,,533.93000,22.25000,-22.25000,0,1.68000,0.07000,-0.07000,0,Msini,0
16 Cyg B b,16 Cyg B,,,,,,,,,565.73740,25.42640,-25.42640,0,1.78000,0.08000,-0.08000,0,Msini,0
17 Sco b,17 Sco,,,,,,,,,1373.01872,47.67426,-38.13941,0,4.32000,0.15000,-0.12000,0,Msini,0
18 Del b,18 Del,,,,,,,,,3273.50000,,,0,10.30000,,,0,Msini,0
18 Del b,18 Del,,,,,,,,,2926.24614,50.85255,-24.47279,0,9.20700,0.16000,-0.07700,0,Msini,0
18 Del b,18 Del,,,,,,,,,3127.30000,95.30000,-95.30000,0,9.84000,0.30000,-0.30000,0,Msini,0
1RXS J160929.1-210524 b,1RXS J160929.1-210524,4000.00000,300.00000,-300.00000,0,12.00000,1.00000,-1.00000,0,4000.00000,300.00000,-300.00000,0,12.00000,1.00000,-1.00000,0,Mass,0
1RXS J160929.1-210524 b,1RXS J160929.1-210524,3000.00000,300.00000,-300.00000,0,8.00000,1.00000,-1.00000,0,3000.00000,300.00000,-300.00000,0,8.00000,1.00000,-1.00000,0,Mass,0
1RXS J160929.1-210524 b,1RXS J160929.1-210524,3000.00000,1000.00000,-700.00000,0,8.00000,3.00000,-2.00000,0,3000.00000,1000.00000,-700.00000,0,8.00000,3.00000,-2.00000,0,Mass,0
1RXS J160929.1-210524 b,1RXS J160929.1-210524,2543.00000,1271.00000,-636.00000,0,8.00000,4.00000,-2.00000,0,2543.00000,1271.00000,-636.00000,0,8.00000,4.00000,-2.00000,0,Mass,0
24 Boo b,24 Boo,,,,,,,,,280.64248,11.44182,-13.66662,0,0.88300,0.03600,-0.04300,0,Msini,0
24 Boo b,24 Boo,,,,,,,,,289.22530,41.31790,-31.78300,0,0.91000,0.13000,-0.10000,0,Msini,0
24 Sex b,24 Sex,,,,,,,,,632.46000,82.63000,-120.77000,0,1.99000,0.26000,-0.38000,0,Msini,0
24 Sex c,24 Sex,,,,,,,,,273.32000,111.24000,-69.92000,0,0.86000,0.35000,-0.22000,0,Msini,0
2M0437 b,2MASS J04372171+2651014,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0,Mass,0
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0,Mass,0
2MASS J01225093-2439505 b,2MASS J01225093-2439505,,,,,,,,,,,,,,,,,,0
2MASS J01225093-2439505 b,2MASS J01225093-2439505,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,Mass,0
2MASS J02192210-3925225 b,2MASS J02192210-3925225,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,Mass,0
2MASS J04414489+2301513 b,2MASS J04414489+2301513,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0,Mass,0
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0,Mass,0
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1271.00000,318.00000,-318.00000,0,4.00000,1.00000,-1.00000,0,1271.00000,318.00000,-318.00000,0,4.00000,1.00000,-1.00000,0,Mass,0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,,,,,,,,,591.16084,15.89142,-15.89142,0,1.86000,0.05000,-0.05000,0,Msini,0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,603.87700,31.78300,-31.78300,0,1.90000,0.10000,-0.10000,0,603.87700,31.78300,-31.78300,0,1.90000,0.10000,-0.10000,0,Mass,0
2MASS J22362452+4751425 b,2MASS J22362452+4751425,3972.87500,476.74500,-476.74500,0,12.50000,1.50000,-1.50000,0,3972.87500,476.74500,-476.74500,0,12.50000,1.50000,-1.50000,0,Mass,0
30 Ari B b,30 Ari B,,,,,,,,,3140.03000,298.75000,-298.75000,0,9.88000,0.94000,-0.94000,0,Msini,0
30 Ari B b,30 Ari B,,,,,,,,,2097.67800,286.04700,-286.04700,0,6.60000,0.90000,-0.90000,0,Msini,0
30 Ari B b,30 Ari B,,,,,,,,,4392.41060,572.09400,-572.09400,0,13.82000,1.80000,-1.80000,0,Msini,0
4 UMa b,4 UMa,,,,,,,,,2511.48007,63.24785,-120.13914,0,7.90200,0.19900,-0.37800,0,Msini,0
4 UMa b,4 UMa,,,,,,,,,2256.50000,508.50000,-508.50000,0,7.10000,1.60000,-1.60000,0,Msini,0
42 Dra b,42 Dra,,,,,,,,,1233.13000,270.14000,-270.14000,0,3.88000,0.85000,-0.85000,0,Msini,0
47 UMa b,47 UMa,,,,,,,,,778.68350,31.78300,-31.78300,0,2.45000,0.10000,-0.10000,0,Msini,0
47 UMa b,47 UMa,,,,,,,,,804.08000,22.25000,-19.07000,0,2.53000,0.07000,-0.06000,0,Msini,0
47 UMa b,47 UMa,,,,,,,,,877.17000,31.78000,-31.78000,0,2.76000,0.10000,-0.10000,0,Msini,0
47 UMa b,47 UMa,,,,,,,,,826.32000,41.32000,-41.32000,0,2.60000,0.13000,-0.13000,0,Msini,0
47 UMa b,47 UMa,,,,,,,,,774.86566,27.01541,-27.01541,0,2.43800,0.08500,-0.08500,0,Msini,0
47 UMa c,47 UMa,,,,,,,,,171.62100,20.97600,-23.20100,0,0.54000,0.06600,-0.07300,0,Msini,0
47 UMa c,47 UMa,,,,,,,,,425.87000,69.92000,-69.92000,0,1.34000,0.22000,-0.22000,0,Msini,0
47 UMa c,47 UMa,,,,,,,,,157.96072,10.17051,-9.53485,0,0.49700,0.03200,-0.03000,0,Msini,0
47 UMa d,47 UMa,,,,,,,,,521.22000,92.17000,-152.55000,0,1.64000,0.29000,-0.48000,0,Msini,0
47 UMa d,47 UMa,,,,,,,,,479.92089,69.92225,-54.03083,0,1.51000,0.22000,-0.17000,0,Msini,0
51 Eri b,51 Eri,,,,,,,,,,,,,,,,,,0
51 Eri b,51 Eri,,,,,,,,,,,,,,,,,,0
51 Eri b,51 Eri,635.66000,,,0,2.00000,,,0,635.66000,,,0,2.00000,,,0,Mass,0
51 Peg b,51 Peg,146.20180,19.06980,-3.17830,0,0.46000,0.06000,-0.01000,0,146.20180,19.06980,-3.17830,0,0.46000,0.06000,-0.01000,0,Mass,0
51 Peg b,51 Peg,,,,,,,,,148.73800,2.22500,-2.22500,0,0.46800,0.00700,-0.00700,0,Msini,0
51 Peg b,51 Peg,,,,,,,,,149.38010,6.35660,-6.35660,0,0.47000,0.02000,-0.02000,0,Msini,0
51 Peg b,51 Peg,,,,,,,,,147.47238,4.44960,-4.44960,0,0.46400,0.01400,-0.01400,0,Msini,0
51 Peg b,51 Peg,,,,,,,,,150.00900,12.39500,-12.39500,0,0.47200,0.03900,-0.03900,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,260.61000,38.14000,-38.14000,0,0.82000,0.12000,-0.12000,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,289.21000,6.36000,-6.36000,0,0.91000,0.02000,-0.02000,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,266.97720,,,0,0.84000,,,0,Msini,0
55 Cnc b,55 Cnc,266.96600,41.63400,-9.85200,0,0.84000,0.13100,-0.03100,0,266.96600,41.63400,-9.85200,0,0.84000,0.13100,-0.03100,0,Mass,0
55 Cnc b,55 Cnc,263.97850,1.04880,-1.04880,0,0.83060,0.00330,-0.00330,0,263.97850,1.04880,-1.04880,0,0.83060,0.00330,-0.00330,0,Mass,0
55 Cnc b,55 Cnc,,,,,,,,,254.25000,3.81400,-3.81400,0,0.80000,0.01200,-0.01200,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,255.40000,2.90000,-2.90000,0,0.80360,0.00920,-0.00910,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,261.88100,2.22500,-2.22500,0,0.82400,0.00700,-0.00700,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,249.17872,28.60470,-28.60470,0,0.78400,0.09000,-0.09000,0,Msini,0
55 Cnc b,55 Cnc,254.25000,,,0,0.80000,,,0,254.25000,,,0,0.80000,,,0,Mass,0
55 Cnc b,55 Cnc,,,,,,,,,267.29369,8.26354,-8.26354,0,0.84100,0.02600,-0.02600,0,Msini,0
55 Cnc b,55 Cnc,,,,,,,,,266.97720,22.24810,-22.24810,0,0.84000,0.07000,-0.07000,0,Msini,0
55 Cnc c,55 Cnc,,,,,,,,,54.34866,2.09767,-2.09767,0,0.17100,0.00660,-0.00660,0,Msini,0
55 Cnc c,55 Cnc,,,,,,,,,68.96911,12.71320,-12.71320,0,0.21700,0.04000,-0.04000,0,Msini,0
55 Cnc c,55 Cnc,,,,,,,,,52.44000,8.26300,-8.26300,0,0.16500,0.02600,-0.02600,0,Msini,0
55 Cnc c,55 Cnc,56.69850,8.74000,-2.47900,0,0.17840,0.02750,-0.00780,0,56.69850,8.74000,-2.47900,0,0.17840,0.02750,-0.00780,0,Mass,0
55 Cnc c,55 Cnc,,,,,,,,,51.20000,1.30000,-1.30000,0,0.16110,0.00400,-0.00400,0,Msini,0
55 Cnc c,55 Cnc,,,,,,,,,53.71100,2.54300,-2.54300,0,0.16900,0.00800,-0.00800,0,Msini,0
55 Cnc c,55 Cnc,54.47380,1.74800,-1.74800,0,0.17140,0.00550,-0.00550,0,54.47380,1.74800,-1.74800,0,0.17140,0.00550,-0.00550,0,Mass,0
55 Cnc c,55 Cnc,,,,,,,,,52.44000,1.71620,-1.71620,0,0.16500,0.00540,-0.00540,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,908.98924,79.45710,-79.45710,0,2.86000,0.25000,-0.25000,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,1218.82700,25.42500,-25.42500,0,3.83500,0.08000,-0.08000,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,1287.21150,127.13200,-127.13200,0,4.05000,0.40000,-0.40000,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,1220.42000,184.33000,-184.33000,0,3.84000,0.58000,-0.58000,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,918.49000,149.37000,-149.37000,0,2.89000,0.47000,-0.47000,0,Msini,0
55 Cnc d,55 Cnc,1232.49300,21.61200,-21.61200,0,3.87800,0.06800,-0.06800,0,1232.49300,21.61200,-21.61200,0,3.87800,0.06800,-0.06800,0,Mass,0
55 Cnc d,55 Cnc,1226.77000,190.69000,-47.67000,0,3.86000,0.60000,-0.15000,0,1226.77000,190.69000,-47.67000,0,3.86000,0.60000,-0.15000,0,Mass,0
55 Cnc d,55 Cnc,,,,,,,,,1243.35096,165.27160,-165.27160,0,3.91200,0.52000,-0.52000,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,991.60000,30.70000,-33.10000,0,3.12000,0.10000,-0.10000,0,Msini,0
55 Cnc d,55 Cnc,,,,,,,,,1121.89000,25.43000,-25.43000,0,3.53000,0.08000,-0.08000,0,Msini,0
55 Cnc e,55 Cnc,8.08000,0.31000,-0.31000,0,0.02542,0.00098,-0.00098,0,8.08000,0.31000,-0.31000,0,0.02542,0.00098,-0.00098,0,Mass,0
55 Cnc e,55 Cnc,,,,,,,,,,,,,,,,,,0
55 Cnc e,55 Cnc,8.09479,0.26061,-0.25743,0,0.02547,0.00082,-0.00081,0,8.09479,0.26061,-0.25743,0,0.02547,0.00082,-0.00081,0,Mass,0
55 Cnc e,55 Cnc,8.08000,0.31000,-0.31000,0,0.02542,0.00098,-0.00098,0,8.08000,0.31000,-0.31000,0,0.02542,0.00098,-0.00098,0,Mass,0
55 Cnc e,55 Cnc,,,,,,,,,7.46870,1.55730,-1.55730,0,0.02350,0.00490,-0.00490,0,Msini,0
55 Cnc e,55 Cnc,,,,,,,,,,,,,,,,,,0
55 Cnc e,55 Cnc,7.81000,0.58000,-0.53000,0,0.02457,0.00182,-0.00167,0,7.81000,0.58000,-0.53000,0,0.02457,0.00182,-0.00167,0,Mass,0
55 Cnc e,55 Cnc,,,,,,,,,,,,,,,,,,0
55 Cnc e,55 Cnc,,,,,,,,,14.30235,3.17830,-3.17830,0,0.04500,0.01000,-0.01000,0,Msini,0
55 Cnc e,55 Cnc,7.74000,0.37000,-0.30000,0,0.02435,0.00116,-0.00094,0,7.74000,0.37000,-0.30000,0,0.02435,0.00116,-0.00094,0,Mass,0
55 Cnc e,55 Cnc,8.59000,0.43000,-0.43000,0,0.02703,0.00135,-0.00135,0,8.59000,0.43000,-0.43000,0,0.02703,0.00135,-0.00135,0,Mass,0
55 Cnc e,55 Cnc,8.37000,0.38000,-0.38000,0,0.02600,0.00100,-0.00100,0,8.37000,0.38000,-0.38000,0,0.02600,0.00100,-0.00100,0,Mass,0
55 Cnc e,55 Cnc,8.13928,0.23201,-0.23201,0,0.02561,0.00073,-0.00073,0,8.13928,0.23201,-0.23201,0,0.02561,0.00073,-0.00073,0,Mass,0
55 Cnc e,55 Cnc,8.63000,0.35000,-0.35000,0,0.02700,0.00100,-0.00100,0,8.63000,0.35000,-0.35000,0,0.02700,0.00100,-0.00100,0,Mass,0
55 Cnc e,55 Cnc,,,,,,,,,,,,,,,,,,0
55 Cnc e,55 Cnc,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,Mass,0
55 Cnc e,55 Cnc,,,,,,,,,9.37594,0.44496,-0.44496,0,0.02950,0.00140,-0.00140,0,Msini,0
55 Cnc f,55 Cnc,44.81200,3.81400,-3.81400,0,0.14100,0.01200,-0.01200,0,44.81200,3.81400,-3.81400,0,0.14100,0.01200,-0.01200,0,Mass,0
55 Cnc f,55 Cnc,47.00510,6.96020,-2.95570,0,0.14790,0.02190,-0.00930,0,47.00510,6.96020,-2.95570,0,0.14790,0.02190,-0.00930,0,Mass,0
55 Cnc f,55 Cnc,,,,,,,,,44.81200,12.39500,-12.39500,0,0.14100,0.03900,-0.03900,0,Msini,0
55 Cnc f,55 Cnc,,,,,,,,,47.80000,2.40000,-2.40000,0,0.15030,0.00760,-0.00760,0,Msini,0
55 Cnc f,55 Cnc,,,,,,,,,45.76600,12.71300,-12.71300,0,0.14400,0.04000,-0.04000,0,Msini,0
55 Cnc f,55 Cnc,,,,,,,,,46.87969,2.98759,-2.98759,0,0.14750,0.00940,-0.00940,0,Msini,0
55 Cnc f,55 Cnc,,,,,,,,,54.66400,2.54300,-2.54300,0,0.17200,0.00800,-0.00800,0,Msini,0
6 Lyn b,6 Lyn,,,,,,,,,762.80000,,,0,2.40000,,,0,Msini,0
6 Lyn b,6 Lyn,,,,,,,,,702.40430,34.96130,-50.85280,0,2.21000,0.11000,-0.16000,0,Msini,0
6 Lyn b,6 Lyn,,,,,,,,,597.83523,12.07748,-28.28673,0,1.88100,0.03800,-0.08900,0,Msini,0
6 Lyn b,6 Lyn,,,,,,,,,638.83830,24.47291,-24.47291,0,2.01000,0.07700,-0.07700,0,Msini,0
61 Vir b,61 Vir,,,,,,,,,5.11704,0.54031,-0.50853,0,0.01610,0.00170,-0.00160,0,Msini,0
61 Vir b,61 Vir,,,,,,,,,5.10000,0.50000,-0.50000,0,0.01600,0.00200,-0.00200,0,Msini,0
61 Vir c,61 Vir,,,,,,,,,16.11390,1.11240,-1.17597,0,0.05070,0.00350,-0.00370,0,Msini,0
61 Vir c,61 Vir,,,,,,,,,18.20000,1.10000,-1.10000,0,0.05700,0.00300,-0.00300,0,Msini,0
61 Vir d,61 Vir,,,,,,,,,22.90000,2.60000,-2.60000,0,0.07200,0.00800,-0.00800,0,Msini,0
7 CMa b,7 CMa,,,,,,,,,781.86180,44.49620,-44.49620,0,2.46000,0.14000,-0.14000,0,Msini,0
7 CMa b,7 CMa,,,,,,,,,826.30000,190.70000,-190.70000,0,2.60000,0.60000,-0.60000,0,Msini,0
7 CMa b,7 CMa,,,,,,,,,587.98550,19.06980,-19.06980,0,1.85000,0.06000,-0.06000,0,Msin(i)/sin(i),0
7 CMa c,7 CMa,,,,,,,,,276.51210,19.06980,-19.06980,0,0.87000,0.06000,-0.06000,0,Msin(i)/sin(i),0
70 Vir b,70 Vir,,,,,,,,,2084.88000,12.71000,-12.71000,0,6.56000,0.04000,-0.04000,0,Msini,0
70 Vir b,70 Vir,,,,,,,,,2421.86460,108.06220,-108.06220,0,7.62000,0.34000,-0.34000,0,Msini,0
70 Vir b,70 Vir,,,,,,,,,2297.89938,41.31769,-41.31769,0,7.23000,0.13000,-0.13000,0,Msini,0
70 Vir b,70 Vir,,,,,,,,,2357.02728,18.11631,-18.11631,0,7.41600,0.05700,-0.05700,0,Msini,0
70 Vir b,70 Vir,2380.45000,193.87000,-193.87000,0,7.49000,0.61000,-0.61000,0,2380.45000,193.87000,-193.87000,0,7.49000,0.61000,-0.61000,0,Mass,0
70 Vir b,70 Vir,,,,,,,,,2351.94200,6.35660,-6.35660,0,7.40000,0.02000,-0.02000,0,Msini,0
75 Cet b,75 Cet,,,,,,,,,953.49000,,,0,3.00000,,,0,Msini,0
75 Cet b,75 Cet,,,,,,,,,787.89662,23.51930,-28.60456,0,2.47900,0.07400,-0.09000,0,Msini,0
75 Cet c,75 Cet,,,,,,,,,289.85951,27.96890,-45.44946,0,0.91200,0.08800,-0.14300,0,Msini,0
8 UMi b,8 UMi,,,,,,,,,416.35730,50.85280,-50.85280,0,1.31000,0.16000,-0.16000,0,Msini,0
8 UMi b,8 UMi,,,,,,,,,476.74500,63.56600,-63.56600,0,1.50000,0.20000,-0.20000,0,Msini,0
81 Cet b,81 Cet,,,,,,,,,1684.40000,,,0,5.30000,,,0,Msini,0
81 Cet b,81 Cet,,,,,,,,,1274.40000,190.70000,-95.30000,0,4.01000,0.60000,-0.30000,0,Msini,0
81 Cet b,81 Cet,,,,,,,,,1051.05854,24.79062,-21.29450,0,3.30700,0.07800,-0.06700,0,Msini,0
91 Aqr b,91 Aqr,,,,,,,,,1017.00000,,,0,3.20000,,,0,Msini,0
AB Aur b,AB Aur,2860.45566,,,0,9.00000,,,0,2860.45566,,,0,9.00000,,,0,Mass,0
AB Pic b,AB Pic,4290.50000,158.90000,-158.90000,0,13.50000,0.50000,-0.50000,0,4290.50000,158.90000,-158.90000,0,13.50000,0.50000,-0.50000,0,Mass,0
AF Lep b,AF Lep,1664.46737,27.01541,-31.78284,0,5.23700,0.08500,-0.10000,0,1664.46737,27.01541,-31.78284,0,5.23700,0.08500,-0.10000,0,Mass,0
AF Lep b,AF Lep,1017.05090,222.47988,-190.69704,0,3.20000,0.70000,-0.60000,0,1017.05090,222.47988,-190.69704,0,3.20000,0.70000,-0.60000,0,Mass,0
AF Lep b,AF Lep,1366.66215,921.70238,-381.39409,0,4.30000,2.90000,-1.20000,0,1366.66215,921.70238,-381.39409,0,4.30000,2.90000,-1.20000,0,Mass,0
AU Mic b,AU Mic,20.12000,1.57000,-1.72000,0,0.06330,0.00494,-0.00541,0,20.12000,1.57000,-1.72000,0,0.06330,0.00494,-0.00541,0,Mass,1
AU Mic b,AU Mic,17.10000,4.70000,-4.50000,0,0.05380,0.01479,-0.01416,0,17.10000,4.70000,-4.50000,0,0.05380,0.01479,-0.01416,0,Mass,1
AU Mic b,AU Mic,,,,,,,,,57.20940,,,1,0.18000,,,1,Msini,1
AU Mic b,AU Mic,11.70000,5.00000,-5.00000,0,0.03681,0.01573,-0.01573,0,11.70000,5.00000,-5.00000,0,0.03681,0.01573,-0.01573,0,Mass,1
AU Mic b,AU Mic,17.00000,5.00000,-5.00000,0,0.05349,0.01573,-0.01573,0,17.00000,5.00000,-5.00000,0,0.05349,0.01573,-0.01573,0,Mass,1
AU Mic b,AU Mic,,,,,,,,,,,,,,,,,,1
AU Mic b,AU Mic,,,,,,,,,,,,,,,,,,1
AU Mic b,AU Mic,,,,,,,,,,,,,,,,,,1
AU Mic c,AU Mic,22.20000,6.70000,-6.70000,0,0.06985,0.02108,-0.02108,0,22.20000,6.70000,-6.70000,0,0.06985,0.02108,-0.02108,0,Mass,0
AU Mic c,AU Mic,,,,,,,,,,,,,,,,,,0
AU Mic c,AU Mic,9.60000,2.07000,-2.31000,0,0.03020,0.00651,-0.00727,0,9.60000,2.07000,-2.31000,0,0.03020,0.00651,-0.00727,0,Mass,0
AU Mic c,AU Mic,13.60000,11.40000,-11.40000,0,0.04279,0.03587,-0.03587,0,13.60000,11.40000,-11.40000,0,0.04279,0.03587,-0.03587,0,Mass,0
BD+03 2562 b,BD+03 2562,,,,,,,,,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0,Msini,0
BD+14 4559 b,BD+14 4559,,,,,,,,,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0,Msini,0
BD+14 4559 b,BD+14 4559,,,,,,,,,467.19000,,,0,1.47000,,,0,Msini,0
BD+15 2375 b,BD+15 2375,,,,,,,,,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0,Msini,0
BD+15 2940 b,BD+15 2940,,,,,,,,,352.78000,,,0,1.11000,,,0,Msini,0
BD+20 2457 b,BD+20 2457,,,,,,,,,6807.63000,,,0,21.42000,,,0,Msini,0
BD+20 2457 b,BD+20 2457,,,,,,,,,17668.16970,24965.54650,-24965.54650,0,55.59000,78.55000,-78.55000,0,Msini,0
BD+20 2457 c,BD+20 2457,,,,,,,,,3963.17000,,,0,12.47000,,,0,Msini,0
BD+20 274 b,BD+20 274,,,,,,,,,1334.88600,,,0,4.20000,,,0,Msini,0
BD+20 594 b,BD+20 594,,,,,,,,,,,,,,,,,,0
BD+20 594 b,BD+20 594,16.30000,6.00000,-6.10000,0,0.05129,0.01888,-0.01919,0,16.30000,6.00000,-6.10000,0,0.05129,0.01888,-0.01919,0,Mass,0
BD+20 594 b,BD+20 594,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,0
BD+45 564 b,BD+45 564,,,,,,,,,432.24663,38.13941,-38.13941,0,1.36000,0.12000,-0.12000,0,Msini,0
BD+48 738 b,BD+48 738,,,,,,,,,289.22530,,,0,0.91000,,,0,Msini,0
BD+48 740 b,BD+48 740,,,,,,,,,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0,Msini,0
BD+49 828 b,BD+49 828,,,,,,,,,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0,Msini,0
BD+55 362 b,BD+55 362,,,,,,,,,228.83645,25.42627,-25.42627,0,0.72000,0.08000,-0.08000,0,Msini,0
BD+60 1417 b,BD+60 1417,4767.42610,1589.14204,-1589.14204,0,15.00000,5.00000,-5.00000,0,4767.42610,1589.14204,-1589.14204,0,15.00000,5.00000,-5.00000,0,Mass,0
BD+63 1405 b,BD+63 1405,,,,,,,,,1258.60049,98.52681,-98.52681,0,3.96000,0.31000,-0.31000,0,Msini,0
BD+63 1405 b,BD+63 1405,3305.41543,413.17693,-349.61125,0,10.40000,1.30000,-1.10000,0,3305.41543,413.17693,-349.61125,0,10.40000,1.30000,-1.10000,0,Mass,0
BD-00 4475 b,BD-00 4475,,,,,,,,,7961.60160,708.75735,-708.75735,0,25.05000,2.23000,-2.23000,0,Msini,0
BD-06 1339 b,BD-06 1339,,,,,,,,,8.50000,1.30000,-1.30000,0,0.02700,0.00400,-0.00400,0,Msini,0
BD-06 1339 c,BD-06 1339,,,,,,,,,53.00000,8.00000,-8.00000,0,0.17000,0.03000,-0.03000,0,Msini,0
BD-08 2823 b,BD-08 2823,,,,,,,,,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0,Msini,0
BD-08 2823 b,BD-08 2823,,,,,,,,,14.40000,2.10000,-2.10000,0,0.04500,0.00700,-0.00700,0,Msini,0
BD-08 2823 c,BD-08 2823,,,,,,,,,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,Msini,0
BD-10 3166 b,BD-10 3166,,,,,,,,,152.55000,9.53000,-9.53000,0,0.48000,0.03000,-0.03000,0,Msini,0
BD-10 3166 b,BD-10 3166,,,,,,,,,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,Msini,0
BD-10 3166 b,BD-10 3166,,,,,,,,,145.56000,12.39500,-12.39500,0,0.45800,0.03900,-0.03900,0,Msini,0
BD-10 3166 b,BD-10 3166,,,,,,,,,142.70495,5.40308,-5.40308,0,0.44900,0.01700,-0.01700,0,Msini,0
